Timestamp,Chi_Instant,Chi_Acute_6h,Chi_Baseline_7d,Chi_Quarterly_90d,Divergence_Delta
2025-03-31 23:00:00,0.8348362355002914,0.7101460389440489,0.7687176346899217,0.8642875464143328,-0.058571595745872784
2025-04-01 00:00:00,0.6552332830818097,0.729117347836505,0.7669996513216072,0.8641234851109627,-0.03788230348510224
2025-04-01 01:00:00,0.837609451492356,0.7643762566438354,0.7665941360030329,0.864069582601431,-0.0022178793591975943
2025-04-01 02:00:00,0.8846315706141531,0.8006171351674302,0.7666219917488837,0.8639848884170975,0.03399514341854648
2025-04-01 03:00:00,0.9747217462065638,0.8480318019857925,0.7665932492104007,0.8638856389765678,0.0814385527753918
2025-04-01 04:00:00,1.0359740963869601,0.8705010638803556,0.767660334192859,0.8639065216096068,0.10284072968749669
2025-04-01 05:00:00,0.7276707431288901,0.8526401484851222,0.7674821122090469,0.8637810117327064,0.08515803627607521
2025-04-01 06:00:00,0.7498973680461173,0.8684174959791734,0.7669340700851895,0.863563832128889,0.10148342589398385
2025-04-01 07:00:00,0.6887044827887423,0.8436000011952377,0.7664804036187922,0.8633647291960966,0.07711959757644549
2025-04-01 08:00:00,0.7991520785784255,0.8293534191892832,0.766706191356955,0.8632892240408566,0.06264722783232823
2025-04-01 09:00:00,0.8668638283096276,0.8113770995397939,0.767051757476213,0.8631947768092253,0.04432534206358085
2025-04-01 10:00:00,0.9102014001745581,0.7904149835043935,0.7682312919704873,0.8631839994176935,0.022183691533906202
2025-04-01 11:00:00,0.7618840964800193,0.796117209062915,0.7683049205886787,0.8631136642176195,0.027812288474236335
2025-04-01 12:00:00,0.7117577295950872,0.7897606026544101,0.7693371674030961,0.8629904361792973,0.02042343525131396
2025-04-01 13:00:00,0.748772840745316,0.7997719956471722,0.7692021413931891,0.8630137071905178,0.030569854253983064
2025-04-01 14:00:00,0.6133780167551315,0.7688096520099567,0.7685150038543656,0.8629728002979157,0.000294648155591104
2025-04-01 15:00:00,0.9511354550438736,0.782854923132331,0.7705031814898258,0.8630313750872268,0.012351741642505187
2025-04-01 16:00:00,0.4989244039130267,0.7143087570887424,0.768798053624401,0.8629115370300052,-0.05448929653565859
2025-04-01 17:00:00,0.7107000568709944,0.7057780838205715,0.7681766586802381,0.8628197407243743,-0.0623985748596666
2025-04-01 18:00:00,0.9335061806215895,0.7427361589916552,0.7706889583269981,0.8629002821783575,-0.027952799335342893
2025-04-01 19:00:00,0.6989346515144738,0.7344297941198482,0.7711593626054503,0.8628989979456358,-0.03672956848560205
2025-04-01 20:00:00,0.6875487234766804,0.7467915785734398,0.771495605458229,0.8627288742406005,-0.024704026884789232
2025-04-01 21:00:00,0.6836440415865956,0.7022096763305602,0.7718356911899924,0.8626450440012842,-0.0696260148594322
2025-04-01 22:00:00,0.7239144031565403,0.7397080095378122,0.7710393438213462,0.8625559137544171,-0.03133133428353396
2025-04-01 23:00:00,0.9308637533934324,0.7764019589582186,0.7720837545301138,0.8626365908402444,0.0043182044281048215
2025-04-02 00:00:00,0.5213876433267328,0.7077155360757427,0.7706179261812979,0.8624692319871781,-0.0629023901055552
2025-04-02 01:00:00,0.9902240723852613,0.7562637728875404,0.7730688966311334,0.8624729733283423,-0.016805123743592998
2025-04-02 02:00:00,0.6521210194377286,0.7503591555477152,0.771520916246384,0.8623814045334279,-0.02116176069866882
2025-04-02 03:00:00,0.8040139156732787,0.770420801228829,0.7721368737768769,0.8622677221802357,-0.0017160725480478423
2025-04-02 04:00:00,0.7928581880828905,0.7819114320498874,0.7717066233151884,0.8621972894043928,0.010204808734699089
2025-04-02 05:00:00,0.9181126804512845,0.7797862532261961,0.7718458041022455,0.8621640460701724,0.007940449123950644
2025-04-02 06:00:00,0.6533751803251656,0.8017841760592681,0.7696470308502925,0.8620242689611995,0.03213714520897559
2025-04-02 07:00:00,0.8929733349381231,0.7855757198180786,0.7708245358419669,0.8618604174729549,0.014751183976111748
2025-04-02 08:00:00,1.068006207815006,0.854889917880958,0.7743379235744653,0.8618850247541686,0.08055199430649274
2025-04-02 09:00:00,0.6451401970876244,0.828410964783349,0.7731421200474273,0.8617778266966555,0.05526884473592164
2025-04-02 10:00:00,0.8122841181428256,0.8316486197933383,0.771899819722012,0.861651285298432,0.059748800071326214
2025-04-02 11:00:00,0.6893500557544274,0.7935215156771953,0.7704499197083886,0.861590340368405,0.023071595968806702
2025-04-02 12:00:00,0.7990414595992892,0.8177992288895494,0.770512500750766,0.8615103835943916,0.04728672813878332
2025-04-02 13:00:00,0.7306749289029382,0.7907494945503517,0.7707862852936084,0.8615288730991049,0.01996320925674333
2025-04-02 14:00:00,0.6344643408938686,0.7184925167301622,0.7696618340127434,0.8614766979200662,-0.05116931728258112
2025-04-02 15:00:00,0.7568257159591726,0.7371067698754202,0.7706177390216359,0.8614041342665004,-0.03351096914621565
2025-04-02 16:00:00,0.9063057917391272,0.7527770488081372,0.7714804166373381,0.8613765789434918,-0.0187033678292009
2025-04-02 17:00:00,0.663617097412229,0.7484882224177708,0.7708993699806076,0.8612718738180153,-0.022411147562836797
2025-04-02 18:00:00,0.7750931534784475,0.7444968380642972,0.7705748218562283,0.8612359810244995,-0.026077983791931048
2025-04-02 19:00:00,0.54102569947405,0.7128886331594825,0.7676006337049178,0.861100758350609,-0.054712000545435346
2025-04-02 20:00:00,0.5937249822239277,0.7060987400478257,0.7665597820460699,0.8610516402877693,-0.0604610419982442
2025-04-02 21:00:00,0.7814044666977622,0.7101951985042572,0.7671848171349668,0.86104137519538,-0.056989618630709615
2025-04-02 22:00:00,0.9218556182844438,0.7127868362618099,0.7681881598523042,0.8610740691350568,-0.05540132359049421
2025-04-02 23:00:00,0.8070041794397488,0.7366846832663967,0.7696311531654543,0.8609603546548101,-0.032946469899057584
2025-04-03 00:00:00,0.7474468142386094,0.7320769600597571,0.7698288925722401,0.8608491487451535,-0.03775193251248299
2025-04-03 01:00:00,0.8043098838180665,0.7759576574504264,0.7700450506257923,0.8608717604603153,0.005912606824634126
2025-04-03 02:00:00,0.6710974876785428,0.7888530750261955,0.7694492373312036,0.8607078708213328,0.019403837694991877
2025-04-03 03:00:00,0.90666189916876,0.8097293137713618,0.7696934285585619,0.8606848342677429,0.04003588521279988
2025-04-03 04:00:00,0.9483052638587529,0.8141375880337467,0.7708302490936968,0.8606914838698635,0.0433073389400499
2025-04-03 05:00:00,0.7912391414452352,0.8115100817013278,0.7696234803608571,0.8605502171868468,0.04188660134047062
2025-04-03 06:00:00,0.7866943448092099,0.8180513367964278,0.7692022089483802,0.8603823827734012,0.048849127848047624
2025-04-03 07:00:00,0.8673163103638684,0.8285524078873948,0.7693112548594588,0.8602587714497747,0.05924115302793598
2025-04-03 08:00:00,0.7705368793413986,0.845125639831204,0.7691441639402179,0.8601925100154689,0.07598147589098614
2025-04-03 09:00:00,0.798605133148681,0.8271161788278577,0.7688952771358947,0.8601157725259829,0.058220901691963034
2025-04-03 10:00:00,1.039283958721756,0.8422792946383582,0.7697139906123235,0.8601226276236156,0.07256530402603467
2025-04-03 11:00:00,0.7369345185576065,0.8332285241570867,0.770064827799908,0.8599627110760037,0.06316369635717867
2025-04-03 12:00:00,0.7027298693391415,0.8192344449120753,0.7701870916277732,0.8598774132405279,0.0490473532843021
2025-04-03 13:00:00,0.6484877567163784,0.7827630193041601,0.769850458620366,0.8597603168277677,0.012912560683794094
2025-04-03 14:00:00,0.7985937910211809,0.7874391712507908,0.7712536461620613,0.8597728124987195,0.016185525088729502
2025-04-03 15:00:00,0.6744248434685194,0.7667424563040971,0.7716214386260041,0.8597404874726079,-0.004878982321906977
2025-04-03 16:00:00,0.609800072223912,0.6951618085544564,0.7714118934964057,0.8595725209167618,-0.07625008494194929
2025-04-03 17:00:00,0.8430769499484174,0.7128522137862583,0.7716475045536766,0.8594860237239587,-0.058795290767418296
2025-04-03 18:00:00,0.8571238600690853,0.7385845455745822,0.7723926169943053,0.8594866095074115,-0.033808071419723085
2025-04-03 19:00:00,0.622267891788205,0.7342145680865534,0.7717462486274476,0.8593174197925507,-0.037531680540894174
2025-04-03 20:00:00,0.48265688925078687,0.6815584177914876,0.769727852479687,0.8591155276132915,-0.08816943468819938
2025-04-03 21:00:00,0.8437958615441347,0.7097869208040902,0.7704696964100441,0.8591308533623684,-0.06068277560595392
2025-04-03 22:00:00,0.6598065588246049,0.7181213352375391,0.7696267706697012,0.8589974017159792,-0.05150543543216213
2025-04-03 23:00:00,0.8574143021355386,0.7205108939353925,0.7701905918546578,0.8588811402465105,-0.0496796979192653
2025-04-04 00:00:00,0.5468038940379883,0.6687908995968764,0.7685189536457171,0.8586989536473447,-0.09972805404884066
2025-04-04 01:00:00,0.9096892182288667,0.7166944540036534,0.7694970880892095,0.8585863135518245,-0.05280263408555608
2025-04-04 02:00:00,0.6739559423119834,0.7485776295138528,0.7702969480686269,0.8585881359659046,-0.02171931855477416
2025-04-04 03:00:00,0.9199191496004938,0.7612648441899127,0.7708360361315452,0.8585050405115009,-0.009571191941632473
2025-04-04 04:00:00,0.842195315320712,0.7916629702725971,0.769749100426129,0.8584210008096453,0.021913869846468148
2025-04-04 05:00:00,0.7290203957088042,0.7702639858681414,0.7683229989648351,0.8583024245581583,0.001940986903306241
2025-04-04 06:00:00,0.7922038121496112,0.8111639722200786,0.7672572877485684,0.8581902477649149,0.04390668447151025
2025-04-04 07:00:00,0.9156669647771433,0.812160263311458,0.7667770343923005,0.8582521313857185,0.04538322891915747
2025-04-04 08:00:00,0.8335043809766114,0.8387516697555627,0.7666999710626404,0.8581815778060811,0.07205169869292227
2025-04-04 09:00:00,0.8744902900570332,0.8311801931649857,0.7668856584039245,0.858103949699045,0.06429453476106117
